,word,content
51,파상풍,"흙속에 있는 파상풍균이 상처를 통해 침입해 운동신경과 중추신경에 데미지를 입힌다. 온몸에 경련을 일으키고 대부분은 발병 후 5일 이내 사망하는 위험한 감염증이다. [증상] 잠복 기간은 4일~2주 정도이고, 얼굴 측면의 교근(저작근의 하나)이 당기는 듯한 경련을 일으킨다. 그래서 입도 벌릴 수 없고 음식도 씹지 못하게 된다. 계속해서 온몸이 경직되고 경련을 일으킨다. 빛이나 소리, 진동 등의 자극에 예민해지고 강한 반응을 나타내는 것도 특징이다. 곧 호흡곤란을 일으키고 대부분은 사망한다. [원인] 파상풍균은 널리 분포하며 흙 속에 오랫동안 살아 있다. 개가 흙에서 놀 때 입으로 들어가면 증식해서 독소를 발생시키고 신경을 침범하면서 발병한다. [치료] 독소를 중화시키기 위한 주사나 항생물질을 투여한다. 경련이나 호흡곤란 등을 완화시키기 위한 치료도 실시한다."
52,래브라도 리트리버 [Labrador Retriever] - 영리한 두뇌와 파워풀한 운동량을 겸비·인간사회에서 크게 활약하는 작업견,"[특징] 폭이 넓은 두상, 힘센 턱, 골격이 굵고 근육이 발달한 단단한 체형. 부드러운 밑털이 밀집되어 있어 추위에는 비교적 강하다. 수영이 특기. [성격] 감정이 풍부하고 사람에 대한 애정도 강하다. 머리가 좋아서 훈련에 따라 스스로 판단하고 행동할 줄도 알기 때문에 경찰견이나 맹도견 등의 작업견으로도 적합하다. [케어 방법] 회수작업을 잘 하므로 프리스비나 공놀이 등의 운동을 추천한다. 상당한 운동량이 필요하다. 피모는 발수성이 강해서 손질이 간단하다. [걸리기 쉬운 질병] • 고관절 형성부전 • 관절염 • 위염전 • 백내장 • 안검외반 등"
53,배가 부어오른다,"내장 자체가 부어 있거나 체액이 고여 붓는(복수) 등 배가 부어오를 때가 있다. [증례 차트 - 배가 부어오른다] 증상 유추할 수 있는 질병 대처 단시간에 급격하게 배가 붓는다. 호흡곤란이 있고 토하는 동작을 반복한다. • 위확장, 위염전 긴급히 병원으로 하복부가 붓는다. 암컷이고 호흡이 거칠거나 토한다. • 자궁축농증 소변이 나오지 않는다. 소변보기를 힘들어 한다. • 요로결석증 1~2회 설사를 했다. 건강하고 식욕도 있다. • 폐동맥 협착증 • 심실 중격 결손증 • 심근증 • 심장사상충증 • 만성 간염 • 소화관 내 기생충(회충증, 조충증, 편모충증 등) 빨리 병원으로 탈모를 동반한다. • 부신피질 기능항진증 배 일부가 붓는다. • 소화기 종양 다른 증상이 없다. • 과식 • 비만 • 임신 문제점을 개선하고 상태를 지켜본다. • 관찰 포인트 특히 긴급을 요"
54,기관허탈,"폐에 공기를 보내는 기관이 눌려 편평해지면서, 호흡곤란이 일어나는 질병이다. 소형견이나 퍼그 등의 단두종에게 많이 보이며 비만이거나 나이를 먹으면 일어나기 쉽다. [증상] 흥분했을 때나 운동할 때 꽤엑꽤엑 거위 울음소리 같은 건조한 기침이 나오는 것이 전형적인 증상이다. 쌕쌕거리는 숨소리를 내고 호흡곤란을 일으키기도 한다. 특히 고온다습한 시기에 많이 발병한다. 심해지면 혀나 잇몸 색이 보라색이 되는 청색증 증상을 일으켜 쓰러지기도 한다. [원인] 기관이 본래의 강도나 탄력을 잃고 눌려 공기가 안을 통과하기 어려워지면서 발생한다. 원인은 선천적인 것으로 보이는데, 비만인 경우나 나이를 먹어도 발생하는 것 같다. [치료와 간호] 기침을 부드럽게 하기 위한 치료나 호흡곤란, 청색증에 대한 처치를 한다. 경우에 따라서는 기관을 확장하는 정형수술이 필요하다. 가정에서는 특히 여름에는 집안이 너무 덥지 않게 신경 쓰고 가능한 안정을 유지시킨다. 소형견이나 단두종에게..."
55,출혈성 위장염,"출혈을 동반하는 위장 염증으로 갑자기 심하게 피가 섞인 설사를 하거나 구토하는 경우도 있다. 소형견에게서 많이 보이고, 중증인 경우 치료가 늦으면 사망에 이르기도 한다. [증상] 악취가 나는 잼 같은 암적색 피가 섞인 변이 나온다. 구토를 하거나 피를 토하며 탈수증상을 일으키거나 호흡이나 심박이 빨라져서 쇼크 증상을 일으킬 수가 있다. 슈나우저나 닥스훈트, 토이 푸들, 말티즈 등의 소형견에게서 발병하는 경향이 크다. [원인] 파보바이러스 감염증과 같은 감염증 외에도 확실한 원인이 알려지지 않은 출혈성 위장염도 있으며 건강하게 보이는 개에게 갑자기 일어난다. 대부분 소형견들에게 발병한다. [치료] 탈수가 심하면 수액을 맞히고, 쇼크 증상이 있다면 그에 상응하는 치료를 한다. 구토나 설사가 없는 경우에는 식사와 물을 제한하고 세균의 2차 감염을 막기 위해서 항생물질 등을 투여한다."
56,부정맥,"일정한 리듬을 타는 심장의 박동이 어떤 이상에 의해 흐트러지면서 발생하는 질병이다. 일반적으로 증상을 보이지 않기 때문에 주인도 깨닫지 못하는 경우가 많지만, 치료가 필요할 정도로 심각한 경우도 있다. [증상] 경도인 경우에는 쉽게 피곤해지거나 호흡이 거칠어지는 정도지만, 심해지면 입술 등의 점막이 보라색이 되는 청색증을 일으키거나 실신하기도 한다. [원인] 심장병이나 감염증 등 원인은 다양한데 심장 장애가 일어나는 부위에 따라 부정맥의 타입도 분류할 수 있다. [치료와 간호] 원인이 되는 질병을 치료한다. 증상이 가벼운 경우에는 항부정맥제 등을 쓰면 되지만, 긴급히 치료해야 하는 경우도 있다."
57,저혈당증,"혈당의 농도가 매우 낮아지기 때문에 몸의 에너지가 부족해지면서 축 늘어져 경련이나 마비 등의 신경증상을 일으킨다. 생후 3개월까지의 새끼 때 많이 발병하지만 성견도 발생하는 경우가 있다. [증상] 몸에 힘이 들어가지 않고 기운을 잃거나 축 늘어져 보인다. 증상이 심해지면 호흡이 거칠어지고 경련발작을 일으키거나 하반신이 마비되거나 혼수상태에 빠지기도 한다. [원인] 새끼 때에는 이유 직후의 환경 변화나 스트레스, 몸의 냉기나 굶주림, 소화기의 이상에 의해 발생한다. 성견이나 노견 등은 혈당치를 컨트롤하는 인슐린 호르몬이 과잉으로 분비되어 발병한다. 공복 시나 운동으로 당분이 부족했을 때에도 일어나는 경우가 있다. [치료와 간호] 포도당을 주입하여 치료한다. 가정에서의 처치로는 적절한 식사를 주는 것이다. 당분을 주는 것도 한 방법이다."
58,전정장애,귀에서 뇌로 연결되는 평형감각을 다스리는 전정 부위에 이상이 생기는 질환이다. 몸의 균형이 무너져 항상 고개가 기울어 있고 빙글빙글 돌다가 쓰러지기도 한다. [증상] 갑자기 증상이 나타나는 경우가 많고 고개가 기울어진 상태인 것이 특징이다. 눈이 부자연스럽게 파르르 떨리는 경우도 있다. 평형감각을 잃었기 때문에 심해지면 밥도 제대로 먹지 못하게 된다. [원인] 귀 속에 있는 내이의 종양이나 염증이 원인이다. 또 나이가 원인인 경우도 있는데 노견에게 많이 발병하는 경향이 있다. [치료] 항생물질이나 스테로이드제를 투여하고 적절한 치료를 하면 며칠에서 몇 주 사이에 병상을 개선할 수 있다. 후유증으로 고개가 기울어진 상태가 지속되기도 하므로 이상이 보이면 조기에 진찰받도록 한다.
59,건강 유지를 위한 운동의 기본 - 리더가 누구인지를 이해시키는 데에도 중요,"개의 산책에는 건강유지와 스트레스 발산, 사회에 익숙해지도록 하기 위해서 등의 목적이 있다. 건강한 몸과 마음을 유지하기 위해서 운동을 좋아하는 반려견으로 키워보자. [외부 공기와 접촉을] 대부분의 건강한 개는 산책을 매우 좋아한다. 산책에는 적당하게 몸을 움직여 비만을 막고, 자유롭게 뛰어다녀 스트레스를 발산시키고 다른 개나 사람에게 익숙해지게 하기 위해서 등 다양한 목적이 있다. 잘 때나 부재중에 대부분의 시간을 케이지 안에서 보내는 실내견들에게 외출은 스트레스를 발산시켜 마음까지 건강하게 유지할 수 있는 중요한 시간이다. 매일아침 30분 정도라도 밖으로 데려가자. [운동(산책)의 주요 목적과 주의사항] 목적 ① 건강유지를 위해서 ② 예절을 익히게 하기 위해서 ③ 다른 개나 환경에 적응시키기 위해서 ④ 스트레스 발산, 문제행동을 예방하기 위해서 ⑤ 주인과의 커뮤니케이션을 위해서 주의 사항 ① 최소한의 훈련을 해둔다 주워 먹는 것을 방지하기 위해서 '안..."
60,혈소판 감소증,"출혈이 생겼을 때 혈액을 응고시키는 작용을 하는 혈소판이 감소하여 생기는 질병이다. 중증인 경우에는 빈혈 등을 일으킨다. 일본에서는 말티즈나 시추에게서 유전에 의한 것으로 보는 것이 많이 보인다. [증상] 입이나 코 등의 점막, 피부 등에 멍 같은 보라색 출혈반이 보인다. 중증인 경우 소변이나 대변에 피가 섞여 나오고 피를 토하거나 코피가 멈추지 않기도 한다. 채혈 뒤에 피가 멈추지 않아서 알게 되는 경우도 있다. [원인] 원래 있던 다른 질병이 원인이 되어 혈소판의 감소가 일어난다. 요독증, 바이러스 감염증, 백혈병, 면역질환, 악성 종양 등으로 발병하는데 원인을 특정할 수 없다. [치료와 간호] 완치는 불가능하지만 치료에 따라 증상을 완화시킬 수는 있다. 빈혈이 심할 때에는 수혈을 하는 것이 좋지만, 혈액형이 적합하고 혈액을 제공하는 개가 가까이 있어야만 가능하다. 치료는 장기간에 걸쳐 진행되는 경우가 종종 있다."
61,파피용 [Papillon] - 프랑스어로 '나비'를 뜻하며 커다란 귀에서 유래했다,"[특징] 파피용은 프랑스어로 '나비'라는 뜻이다. 늘어진 귀가 나비같다고 하여 이런 이름을 갖게 되었다. 단결 같은 피모, 커다란 귀가 특징이다. 냄새도 적다. [성격] 대담하지만 온순해서 길들이기 쉽고 어리광을 잘 부린다. 16세기의 유럽 귀족 사회에서 특별하게 여기던 개였기 때문인지 제멋대로인 면도 있다. 새끼를 잘 키운다. [케어 방법] 어리광부리는 개에게 공사구분을 확실하게 가르친다. 빗질은 매일 해주고 스트레스 발산을 위해 하루 한 번은 운동을 시킨다. [걸리기 쉬운 질병] • 슬개골 탈구 • 기관허탈 • 안검내반 • 아토피성 피부염 등"
62,입에서 냄새가 난다,"입 냄새가 심한 경우에는 대개 치주 질환이나 구내염에 원인이 있다. 고작 구취라고 생각하지 말고 치료를 받게 해야 한다. [증례 차트 - 입에서 냄새가 난다] 증상 유추할 수 있는 질병 대처 체중 감소, 물을 많이 마시고 소변양이 증가하는 등의 증상을 동반한다. • 신부전증 긴급히 병원으로 • 침이 많다. • 입안이나 잇몸이 붉고 출혈이 있다. • 이가 흔들린다. • 구내염 • 치주 질환 • 충치 • 치근첨주위농양 • 구강 종양 빨리 병원으로 이가 갈색이나 검게 변색되었다. • 충치 • 애나멜질 형성부전 입속에 멍울이나 혹이 있다. • 구강 종양 입냄새 외에는 다른 증상이 없다. • 구강 종양 • 만성 위염 • 관찰 포인트 입에서 냄새가 난다고 느꼈을 때 입안을 잘 관찰한다. 잇몸이 부어 있지 않은지 이가 변색되지는 않았는지 치석이 붙어 있지 않은지 종양 같은 것이 없는지를 살펴본다. 치주"
63,시추 [shih Tzu] - 이름은 '라이온'이지만 소박하고 작은 인기인,[특징] 티벳 출신의 라사 압소와 페키니즈의 혼혈로 알려져 있는 중국 출신의 개. 중국어로 '사자'가 이름의 유래이다. 짧은 코가 특징이다. 몸이 튼튼해서 키우기 쉽다. [성격] 작업견도 사냥견도 아니기 때문에 온후하고 사람을 매우 따른다. 경계심도 헛울음도 거의 없기 때문에 가정에서 키우기 쉬운 것도 장점이다. [케어 방법] 움직이는 것을 좋아하므로 매일 많은 운동을 시키고 빗질도 거르지 않는다. 주인 곁에 있고 싶어 하므로 너무 어리광부리지 않도록 주의한다. [걸리기 쉬운 질병] • 혈소판 감소증 • 연구개 과장증 • 안검내반 • 아토피성 피부염 • 요로결석증 등
64,아토피성 피부염,"최근 증가하고 있는 질병으로 꽃가루나 먼지, 진드기 등 알레르기의 원인이 되는 물질(알레르겐)에 민감하게 반응해서 일어난다. 70% 이상이 생후 6개월부터 3세 사이에 최초로 발병하고 유전적으로 걸리기 쉬운 견종도 있다. 심한 가려움 때문에 몸을 자주 긁게 된다. [증상] 얼굴이나 다리 안쪽의 피부가 겹치는 부위, 배 등에 심하게 가려움증이 있고 자주 핥거나 물기 때문에 피부가 상처 입어 문드러지며 만성화되면 두꺼워져서 건조해지고 거뭇해진다. 외이염이나 결막염, 비염을 동반하는 경우도 많으며, 일단 치료해도 자주 재발하는 질병이다. 골든 리트리버나 시바견 등의 견종은 선천적으로 이 질병에 걸리기 쉽다. [원인] 꽃가루나 먼지, 벼룩 외에 담배, 고양이 비듬 등 공중에 떠다니는 알레르겐을 흡입하면서 발생한다. 피부에 부착되면서 발생하는 경우도 있다. 알레르기는 해가 있는 것이 몸에 침입했을 때 그것을 제거하기 위해서 공격하는 면역기능이 평소에는 해가 없는 것에 대해서..."
65,열이 있다,"건강한 개라고 해도 운동을 하거나 흥분했을 때에는 열이 난다. 하지만 질병으로 발열했을 때에는 주의가 필요하다. [증례 차트 - 열이 있다] 증상 유추할 수 있는 질병 대처 이상한 고열(41℃ 이상) 즉시 몸을 식히고 긴급히 병원으로 열 외에도 심각한 증상을 동반 한다. • 경련이나 의식장애를 일으킨다. • 호흡이 이상하다. • 축 늘어져 있다. • 변이나 소변을 실례한다. • 열사병 • 감염증(홍역, 켄넬코프 등) • 호흡기 질환(기관지염, 폐렴 등) • 소화기 질환 • 자궁축농증 • 중독 • 종양 • 내이염 • 중이염 • 관절염 • 자기면역에 의한 피부병 긴급히 병원으로 미열이 있다. • 기운이나 식욕이 없다. • 설사나 구토를 동반한다. 빨리 병원으로 일시적인 발열 • 운동 중 • 흥분해 있다. 상태를 지켜본다. • 관찰 포인트 개는 사람보다 체온이 높아서 평열이 37.5~3"
66,폐동맥 협착증,"폐동맥의 입구가 좁아져 발생하는 질병이다. 이것도 선천성 이상 중에서는 발생 빈도가 높은 질병이다. 폐로 보내는 혈액이 부족하기 때문에 다양한 증상이 나타난다. [증상] 가벼운 경우에는 쉽게 피곤해지는 정도지만 중증인 경우에는 호흡곤란이나 심한 기침, 부종 등이 생기고 심부전으로 사망하기도 한다. [원인] 우심실의 출구가 좁아진 상태이기 때문에 혈액의 흐름이 나빠지고 우심실이 비대해져 순환부전이 일어난다. [치료와 간호] 경도인 경우에는 증상을 완화시키는 치료를 하면서 상태를 살펴볼 수 있지만 심해지면 전문가에게 수술을 받아야 한다. 폐동맥 협착증"
67,코가 이상하다,"코의 이상에는 콧물이나 재채기 외에 코피, 코골이 등이 있다. 증상이 나타나면 잘 관찰하도록 한다. [증례 차트 - 코가 이상하다] 증상 유추할 수 있는 질병 대처 코피가 난다. • 좀처럼 멈추지 않는다. • 대량으로 난다. • 폐수종 • 혈소판 감소증 • 비염 • 부비강염 • 종양 • 상처 긴급히 병원으로 콧물, 재채기가 난다. 새끼이고 열이나 기침, 눈곱 등을 동반한다. • 홍역 • 열이 있다. • 콧물이 끈적인다. • 물 같은 콧물이 나온다. • 콧물에 피가 섞여 있다. • 켄넬코프 • 비염 • 부비강염 • 종양 • 콧속이 건조하거나 이물질 빨리 병원으로 일시적인 재채기로 기운이나 식욕이 없다. 상태를 지켜본다. 코를 곤다. 호흡곤란을 동반한다. • 연구개 과장증 • 종양 긴급히 병원으로 일상생활에 지장이 있다. 상태를 지켜본다. • 관찰 포인트"
68,식욕이 없다,식욕은 건강의 바로미터! 식욕이 떨어지면 기운도 없어진다. 극단적으로 식욕이 없다면 병을 의심해보아야 한다. [증례 차트 - 식욕이 없다] 증상 유추할 수 있는 질병 대처 갑자기 식욕이 없다. 설사나 구토를 동반한다. • 렙토스피라 감염증 • 파보바이러스 감염증 • 장폐색 • 중독 긴급히 병원으로 물을 자주 마신다. • 급성 간염 • 췌염 • 급성 신부전 • 방광염 • 자궁축농증 더운 여름에 밀폐된 방이나 외부에 있어서 축 늘어져 있다. • 열사병 냄새를 맡는 등 먹으려고는 하는데 식욕이 없다. • 구내염 • 치주 질환 • 비염 • 구강 종양 • 턱의 상처 빨리 병원으로 서서히 식욕이 사라지고 기운도 없다. • 방광염 • 급성 신부전 • 구강 종양 • 회충증 식욕저하 외에 별 다른 증상은 없다. • 정신적인 스트레스 • 식단의 변화 문제점을 개선하고 상태를 지켜본다. • 관
69,암컷의 발정주기,"[발정 전기(약 6~10일간)] 발정출혈 개시일부터 수컷에게 교미를 허용하는 전날까지 난자가 자라기 시작하고 외음부가 부풀어 올라 출혈(발정출혈)이 시작된다. 이때 소변에 섞여 있는 페로몬의 영향으로 수컷이 발정한다고 알려져 있는데, 아직 받아들이는 단계는 아니다. [발정기(약 8~14일간)] 수컷에게 교미를 허용하는 기간 출혈이 끝나 연한 핑크색의 월경이 되면서부터 배란이 시작된다. 외음부의 붓기가 가라앉는 타이밍에 교미를 하면 임신할 확률이 높다. [발정 후기(약 2~3개월간)] 수컷에게 교미를 허용하지 않았던 날부터 발정 징후가 사라질 때까지의 기간 평균 60일 전후인데, 간혹 100일 이상 계속되는 개도 있다. 수정했을 경우에는 임신하지만 실제로 임신하지 않았는데도 유선이 발달하는 등 임신 징후를 보이는 경우가 있다(아래 '개의 상상임신' 참조). [발정 휴지기(약 3~6개월)] 다음 발정 전기까지의 기간 암컷의 난소에서 작은 난포가 다수 만들어지고 그중 몇 개가"
70,탈구,"관절부에 의해 연결되어 있는 뼈와 뼈가 관절에서 벗어나 정상적인 위치에서 벗어나는 것이 탈구이다. 탈구는 골절과 마찬가지로 사고 등의 외상에 의해 일어나는 경우가 많지만, 고관절이나 슬관절에서는 유전적으로 관절 형성이 불완전하기 때문에 발생한다. 류마티스성 관절염 등의 전신성 질병이 원인이 되어 발생하는 경우도 있다. [증상] 증상은 탈구된 부위나 이탈된 정도에 따라 다양하다. 가벼운 경우나 부위에 따라서는 크게 통증을 느끼지 않고 붓기도 없는 경우가 있지만 일반적으로는 통증, 붓기, 운동기능 장애 등의 증상이 나타난다. 골절을 동반하는 경우도 많이 있다. 개에게 흔히 볼 수 있는 것은 고관절과 슬관절의 탈구이다. 그 밖에 족근관절, 수근관절, 선장관절, 견관절, 악관절 등에 발병한다. [원인] 고관절 탈구는 사고나 추락 등 큰 충격을 받았을 때 일어나며, 그 밖에도 대형견에게 많은 고관절 형성부전이나 소형견에게 많은 레그 페르테스병 등도 탈구 원인이 된다. 족근관절..."
71,부신피질 기능저하증(애디슨병),"쿠싱 증후군과는 반대로 부신피질 호르몬이 부족한 질병이다. 증상이 갑자기 나타나기 때문에 심각한 경우에는 순식간에 사망하기도 한다. 암컷에게 많이 보이고 푸들이나 콜리에게 많이 발병한다. [증상] 기운이 없어지고 식욕부진, 근력저하, 설사나 구토 등의 소화기 증상이 나타난다. 체중 감소와 함께 물을 많이 마시고 다량의 소변을 보며 걷는 것을 싫어하기도 한다. 갑자기 증상이 나타나기도 하고, 심한 쇼크 증상을 일으켜서 긴급을 요하는 경우가 많으며 신속한 치료가 필요하다. [원인] 부신 자체가 위축되거나 뇌하수체나 약 등이 원인이 되어 부신피질 호르몬이 분비되면서 발생한다. [치료와 간호] 급성인 경우에는 상태를 개선하기 위해서 신속히 치료해야 한다. 그 후에는 수액이나 주사로 호르몬을 투여한다. 만성적인 경우에는 무기질 코르티코이드라는 약을 평생 투여해야 할 필요가 있다."
72,실내 안전 확인 가이드맵 - 지금 당장 위험한 곳을 체크!,"인간의 편리한 생활이 반려견에게는 위험할 수도 있다. 반려견에게도 살기 좋은 환경이 조성되어 있는지 체크해보자. 케이지 가족의 존재를 항상 느낄 수 있고, 개가 가장 안정을 취할 수 있는 장소에 잠자리를 마련해준다. 사람의 출입이 잦은 문 근처나 난방기구 등이 너무 가까이 있지 않는 곳이 좋다. 창문 창밖으로 지나다니는 사람의 기척이나 바람에 흔들리는 나무들을 신경 쓰거나 큰 소리에 깜짝 놀라는 개도 있다. 커튼을 치거나 창문에서 먼 곳에 케이지를 놓는 등 배려한다. 관엽식물 백합, 아이비, 튤립, 아마릴리스, 수선화 등의 구근이나 시크라멘 등 개가 입에 넣으면 위험한 식물이 많다. 닿지 않는 곳에 놓는다. 문 여닫이형 도어 개폐 시 주의. 개의 코가 끼이거나 갑자기 열다가 부딪칠 수도 있다. 문을 열어둔 채 아코디언커튼 등을 설치하는 것을 추천한다. 난방기구 화상을 입지 않도록 펜스를 설치한다. 전기장판은 저온화상이나 탈수의 원인이 되기도 한다. 방의 환기와 건조함에 주"
73,"카발리아 킹 찰스 스파니엘 [Cavalier King Charles Spaniel] - 조상은 영국왕실에서 사랑받던 개, 기품 있는 자태가 '기사'를 연상시킨다","[특징] 영국의 찰스 1, 2세가 사랑한 킹 찰스 스파니엘의 개량견. 카발리아란 '중세의 기사'를 의미한다. 몸은 균형이 잘 잡혀 있다. [성격] 붙임성이 과할 정도로 사람을 좋아하고, 근본적으로 사교적이다. 온후하고 다정한 성격으로 타인에게 공격적으로 대하는 일이 거의 없다. 머리도 좋아서 훈련시키기 쉽다. [케어 방법] 피모 손질은 매일 해준다. 엉키기 쉬우므로 빗질을 할 때 아프지 않게 주의한다. 보기보다 활발하므로 운동은 많이 시킨다. [걸리기 쉬운 질병] • 승모판 폐쇄부전 • 연구개 과장증 • 외이염 • 백내장 등"
74,유선염,"유선은 부생식기관이다. 분만 후에 혈액 속의 영양소를 모유로 바꾸는 것이 유선의 기능이다. 유선염은 유두를 통해 유선으로 세균이 침입해 염증을 일으킨 상태로, 출산 후나 발정 후에 많이 볼 수 있다. [증상] 유방 색이 붉어지고 열이 난다. 멍울이 생기거나 젖이 나오기도 한다. 식욕부진에 빠지기도 하고, 염증이 심해지면 피부나 피하조직이 괴사된다. 출산 후의 수유기나 발정 후에 많이 발생하므로 그 시기에 특히 주의해야 한다. [원인] 새끼에 의해 외상이 생겼거나 위생상태가 좋지 않은 것이 원인이며, 세균에 감염되어 발생한다. 젖이 다량 분비되는 것이 원인이 되는 경우도 있다. [치료와 간호] 항생물질을 투여하고, 염증이 심할 때에는 유선을 차갑게 해준다. 수유 중인 어미라면 증상을 개선시키면서 수유를 계속할지 인공포유로 바꿀지를 결정해야 한다."
75,동맥관 개존증,"심장에 이상을 갖고 태어나는 선천성 심장병 종류 중에서도 흔히 보이는 질병이다. 출생 후에 원래는 닫혀야 할 동맥관이 정상적으로 닫히지 않고 열려 있는 상태가 지속되는 질병이다. [증상] 중증이 되면 금방 피곤하고 기침이나 구토, 호흡곤란 등의 증상이 나타난다. 치료를 하지 않으면 2~3년 후 대부분 사망하지만 6개월 내에 수술을 하면 정상견과 거의 다르지 않게 생활할 수 있다. 셔틀랜드 십독, 포메라니안, 미니어처 닥스훈트, 코기 등에게서 흔히 발견된다. [원인] 대동맥과 폐동맥을 연결하는 동맥관은 태아일 때에는 열려 있다가 생후 72시간 이내에 닫히는데 이 동맥관이 열려 있는 상태로 있으면 혈류에 이상이 생긴다. [치료와 간호] 증상을 완화시키는 치료를 한 후에, 상태가 안정되면 전문의에게 수술을 받을 수 있다. 동맥관 개존증"
76,급성 간염,"내장 중에서 가장 큰 간장은 담즙을 분비하고 해독작용과 단백질 합성, 호르몬 대사 등 다양한 기능을 하는 중요한 기관이다. 다른 장기와의 관계에서도 심각하게 영향을 받기 때문에 대부분의 간장 질환은 간장이 아닌 다른 곳에 원인이 있다. 급성 간염은 바이러스 감염이나 중독 등에 의해 간장이 장해를 받아 발생하는 질환이다. [증상] 구토나 설사를 일으키고 식욕이나 기운이 없어진다. 중증인 경우에는 눈이나 입이나 피부색이 노랗게 되는 황달이나 경련, 근력이 떨어져 비틀거리는 등의 증상이 나타난다. 의식이 혼탁해지거나 혼수상태가 되는 등의 신경증상이 나타나기도 한다. 만성 간염에서는 눈에 띄는 증상이 나타나지 않다가 질병이 상당히 진행된 후에야 배에 복수가 차거나 마르는 등의 증상을 보여 알게 되는 경우가 많다. [원인] 동, 비소, 수은, 클로로포름 등의 중독 외에 진통제, 마취제, 이뇨제 등의 약물이 원인이 되기도 한다. 또 바이러스나 진균에 의해 감염성 간염, 기생충성..."
77,피부사상균증,사람으로 치면 비듬에 해당하는 피부병이다. 개에게 발병하는 경우는 많지 않지만 걸리면 탈모가 일어나 오래 끄는 질병이다. [증상] 가려움이 나타나는 경우는 거의 없지만 10원짜리 동전만한 원형 탈모가 생기는 것이 특징이다. 심해지면 탈모 부분이 커지고 비듬이 생기거나 부스럼이 되기도 한다. [원인] 곰팡이의 일종인 피부사상균에 감염되어 발병한다. 약한 표피에서 증식하고 부분적으로 염증을 일으킨다. [치료와 간호] 연고를 바르거나 내복약을 투여한다. 털을 깎고 약용샴푸로 씻기도 한다. 화장실 매트 등을 통해 사람에게 옮을 수 있으니 주의해야 한다. 청소나 소독을 부지런히 하고 개를 만진 후에는 손을 씻는다.
78,암컷의 경우,생식기의 구조(암컷)
79,요로결석증,"신장, 요관, 방광, 요도 중 한 곳에 무기질의 결석이 생기는 질병이다. 결석이 존재하는 위치에 따라 신결석, 요관결석, 방광결석, 요관결석이라고 한다. 소변 속의 성분이 결정화되고, 차츰 커져서 결석이 되면 방광벽이나 요도에 상처를 낸다. 대부분 방광에서 만들어지는데 이 경우 결석은 요도를 지나 이동하며 결석의 크기에 따라서는 요도가 막히는 경우도 있다. 결석의 성분에 따라 스트루바이트 결석이나 수탄칼슘 결석, 시스테인 결석 등으로 나뉠 수 있다. [증상] 혈뇨가 나오거나 소변 횟수가 많아지거나 적어지는 등 소변에 이상이 생긴다. 결석이 완전히 막혀버리면 배뇨 포즈를 취해도 전혀 나오지 않게 된다. 가장 많은 방광결석의 경우에는 빈뇨가 되거나 소변을 잘 못 보는 경우가 많지만 증상이 없는 경우도 있다. 소형견에서는 큰 결석이 생기면 방광 근처를 만졌을 때 단단한 응어리가 느껴지기도 한다. 요도결석은 요도가 긴 수컷에게 많고 혈뇨, 배뇨곤란, 뇨폐색 외에 소변을 볼 때마다"
80,회충증,"개에게 가장 많이 존재하는 내장 기생충으로, 개회충과 개소회충 두 종류가 있다. 특히 자견에게 많으며 대체로 어미의 뱃속에서 태내 감염되는데, 이 경우 신생아에게 이미 기생하고 있다. 주로 구토나 설사를 일으키고 중증이 되면 사망하기도 하는 질병이다. [증상] 기생충의 수가 적을 때에는 거의 증상이 나타나지 않지만, 새끼의 경우 기생충이 많을 때는 배가 붓고 빈혈이나 구토, 설사를 일으킨다. 회충 덩어리가 뭉쳐 장폐색을 일으키거나 경련이나 마비 등의 신경증상이 보이기도 한다. 성견에게 기생한 경우에도 식욕이 사라지고 구토, 설사 등의 증상이 보인다. 털의 윤기가 나빠지고 몸이 마른다. [원인] 감염된 개가 배설한 변 속의 기생충 알을 핥거나 먹으면 감염된다. 또 암컷이 감염된 경우 기생충은 임신 중인 상태에서 태반을 통해 태아에 감염된다. 태어난 후에도 모유를 통해 감염되기도 한다. 체내에 들어간 알은 소장에서 자충이 된다. 개회충은 혈류 등을 타고 체내로 이행하여..."
81,소화기 질환,"입에서부터 항문까지의 소화기는 음식물을 소화시켜 에너지로 변환시키는, 생명을 유지하기 위한 중요 기관이다. 개는 장이 짧고 비교적 큰 위를 갖고 있다. 소화기의 구조"
